14	989	484.2	14
15	994.1	488.3	15
17	990.5	488.9	17
14	993.5	498.3	14
19	992.7	469.3	19
20	981.9	473.5	20
22	997.9	467.3	22
23	988.7	455.3	23
19	983.7	456.5	19
14	983	452.6	14
24	986.4	450.7	24
25	995.5	447.4	25
26	985.9	442.5	26
27	991.5	430.3	27
28	991.6	431.8	28
22	998.5	434	22
3	998.9	430.5	3
3	980.1	433.5	3
27	989.1	421.3	27
29	995	438	29
30	991.4	420.2	30
3	986.5	425.8	3
31	992.9	411	31
14	989.2	409.2	14
32	993.8	393.8	32
33	991.8	394.6	33
28	987.9	391.5	28
34	985.2	387.8	34
14	988.4	385.3	14
19	998.3	383.5	19
35	996.8	374.5	35
36	996	370.7	36
14	998.7	368	14
19	999	365.2	19
32	984	362.8	32
17	997	359	17
21	993.9	348.3	21
15	998.2	344.7	15
37	991.8	342.5	37
32	980.7	357.3	32
15	980.1	341.1	15
8	984.3	341.6	8
19	990.3	331.6	19
8	985.3	328.9	8
20	984.2	329.3	20
38	980.4	328	38
24	993.6	337.9	24
24	996.5	332.4	24
40	995.6	321.1	40
41	988.3	311.2	41
28	993.8	307.5	28
44	997	291	44
14	995.9	290.7	14
45	995.9	282.6	45
46	989.2	288.5	46
30	980.6	290.8	30
47	984.6	279.2	47
8	985.7	275.8	8
37	994.6	276.9	37
41	995.4	275.1	41
8	999.9	277.6	8
0	998.5	260.1	0
8	982.8	262	8
48	999	260.4	48
47	987	250.4	47
49	989.9	253.4	49
19	984.7	248.1	19
49	991.4	252.7	49
5	995.2	255.9	5
37	999.8	248.8	37
51	995.6	244.5	51
39	984	244.5	39
52	982.1	240.7	52
14	992.3	237.1	14
53	982.4	232.6	53
27	985.6	226.5	27
28	983.7	229.4	28
8	988.9	232.8	8
35	991.3	230	35
28	992.3	230	28
8	998.7	224	8
28	997	220.4	28
14	996.5	218	14
54	999.5	206.5	54
28	990.4	218.7	28
19	985.9	204	19
55	998.5	195.4	55
19	999.7	193.2	19
56	991	197.4	56
53	985.2	191.5	53
57	994.2	185.3	57
15	982.9	173.9	15
15	998	174.6	15
59	993.9	172.6	59
60	985.6	169.4	60
8	992.4	168.1	8
30	989.7	168.1	30
37	998	167.2	37
15	995.8	165.4	15
61	990.3	173.2	61
57	987	151.6	57
52	981.7	141.8	52
28	999.7	141.7	28
28	998	136.8	28
63	987.4	129.4	63
64	996.5	134.2	64
8	984.4	128.8	8
5	994	132.3	5
19	985.4	125.3	19
65	994.6	125.7	65
66	982.7	132.4	66
59	980.3	122.5	59
67	995.7	106.2	67
53	991.3	108.4	53
19	983	107.3	19
68	985.3	110.9	68
69	990.5	118.9	69
30	986.9	87.1	30
70	992.6	97.3	70
52	989.7	84.7	52
69	992.2	89.3	69
70	991.4	85.7	70
8	999.6	83.9	8
71	982.4	91.8	71
65	993.7	95.6	65
45	991	62	45
5	990.7	79.3	5
72	993	66	72
19	997.4	67.4	19
73	989.4	54.4	73
74	989	47.6	74
75	982.5	50.2	75
76	981.5	56.3	76
77	986.2	33.9	77
28	990.8	38.1	28
78	998	36.8	78
18	998.3	38.6	18
47	984	25.3	47
53	996.6	25.1	53
76	997.5	22.5	76
