282	132	2	2
574	356	1	1
965	322	1	1
446	366	1	1
37	88	2	2
716	182	1	1
305	54	4	4
247	86	2	2
854	196	1	1
443	24	1	1
915	240	1	1
223	47	1	1
715	433	1	1
86	42	1	1
53	209	1	1
32	165	1	1
756	154	12	12
912	435	3	3
234	267	2	2
286	116	6	6
322	472	1	1
189	454	1	1
744	375	1	1
781	228	1	1
588	34	1	1
537	228	1	1
559	312	2	2
377	216	1	1
750	310	8	8
589	118	3	3
602	58	1	1
468	136	1	1
74	99	1	1
262	241	1	1
661	37	3	3
633	421	1	1
404	339	4	4
659	46	1	1
455	17	1	1
353	359	1	1
453	364	1	1
158	225	1	1
401	405	1	1
181	479	1	1
318	87	1	1
350	25	2	2
820	160	1	1
744	86	3	3
522	150	1	1
17	245	1	1
791	51	1	1
687	210	1	1
64	269	1	1
194	211	4	4
24	209	1	1
283	182	1	1
821	305	5	5
382	64	1	1
570	254	2	2
950	142	2	2
297	205	1	1
764	454	1	1
800	400	2	2
559	399	1	1
130	441	3	3
679	190	3	3
192	40	1	1
342	390	1	1
814	367	4	4
627	38	1	1
251	164	3	3
700	77	23	23
283	345	2	2
558	86	14	14
412	202	5	5
751	65	2	2
408	361	2	2
694	58	3	3
391	234	1	1
718	283	2	2
538	302	1	1
582	149	2	2
605	342	1	1
735	33	1	1
338	149	2	2
186	231	1	1
204	395	1	1
103	241	1	1
534	87	1	1
115	75	1	1
330	337	1	1
758	373	1	1
729	289	1	1
171	160	15	15
501	48	1	1
138	153	2	2
298	238	1	1
435	297	1	1
682	245	1	1
551	487	1	1
924	361	1	1
635	391	6	6
260	78	2	2
169	94	2	2
568	21	1	1
43	412	1	1
559	209	3	3
412	419	1	1
723	159	1	1
566	154	5	5
216	45	1	1
497	108	6	6
434	452	1	1
651	144	6	6
438	151	1	1
157	96	3	3
777	58	6	6
902	463	5	5
87	383	2	2
297	195	1	1
508	61	1	1
37	213	4	4
658	236	1	1
509	343	1	1
29	117	2	2
160	181	1	1
782	459	1	1
590	381	1	1
275	481	3	3
140	435	1	1
903	320	1	1
700	343	1	1
465	161	1	1
148	448	1	1
44	257	1	1
383	74	1	1
101	224	2	2
117	398	1	1
594	113	1	1
812	169	2	2
411	97	4	4
546	391	2	2
430	441	1	1
28	419	7	7
886	170	1	1
947	338	4	4
319	343	1	1
394	31	1	1
654	307	1	1
394	62	1	1
416	234	1	1
876	25	2	2
558	351	1	1
78	234	1	1
484	353	1	1
555	194	7	7
85	48	2	2
928	255	1	1
380	229	1	1
387	283	9	9
971	127	2	2
876	138	2	2
705	39	1	1
947	468	1	1
877	11	1	1
478	215	1	1
294	414	2	2
774	476	1	1
37	118	1	1
450	120	3	3
208	52	1	1
576	442	1	1
564	431	2	2
581	445	1	1
515	418	1	1
342	101	1	1
442	170	1	1
44	300	1	1
369	424	1	1
558	362	1	1
81	87	5	5
85	166	1	1
553	319	1	1
278	265	2	2
772	93	1	1
536	354	1	1
411	389	1	1
121	67	1	1
623	274	3	3
504	202	1	1
50	304	1	1
111	178	2	2
629	44	1	1
377	253	1	1
859	56	1	1
845	191	1	1
491	330	1	1
915	109	1	1
349	295	1	1
143	37	2	2
100	184	2	2
477	408	1	1
348	156	2	2
851	320	1	1
885	263	2	2
449	180	7	7
192	23	1	1
427	126	1	1
204	170	1	1
528	291	1	1
726	223	1	1
162	310	2	2
990	438	1	1
67	244	1	1
49	202	1	1
365	11	2	2
310	252	2	2
440	86	1	1
215	287	1	1
79	417	2	2
372	228	1	1
542	280	1	1
594	94	1	1
364	302	1	1
944	383	1	1
693	349	1	1
815	444	1	1
931	445	2	2
419	227	2	2
520	415	1	1
943	461	1	1
668	163	3	3
733	208	2	2
54	232	1	1
534	326	1	1
779	132	1	1
102	411	1	1
372	103	1	1
607	142	3	3
158	164	1	1
542	398	1	1
73	75	1	1
482	34	1	1
790	128	7	7
113	109	1	1
782	332	1	1
222	136	1	1
40	133	1	1
166	219	1	1
303	282	1	1
78	350	1	1
372	47	1	1
265	197	8	8
929	367	1	1
240	149	1	1
766	407	2	2
619	212	1	1
672	426	2	2
167	354	1	1
178	340	2	2
45	323	1	1
439	165	1	1
502	25	1	1
652	427	1	1
437	317	1	1
575	460	4	4
30	468	3	3
697	234	1	1
704	144	2	2
57	306	22	22
123	287	3	3
456	338	1	1
227	478	1	1
51	97	1	1
868	159	1	1
341	475	1	1
133	163	1	1
486	135	3	3
359	445	1	1
933	117	5	5
147	311	2	2
982	155	2	2
610	457	2	2
766	416	1	1
399	150	1	1
691	10	1	1
444	217	1	1
45	34	1	1
369	201	1	1
111	465	2	2
335	225	1	1
26	189	6	6
572	112	1	1
856	224	1	1
364	236	1	1
860	172	6	6
979	77	4	4
313	202	1	1
363	276	1	1
149	273	4	4
344	220	1	1
331	385	1	1
522	106	1	1
637	433	1	1
597	76	1	1
396	89	2	2
455	44	1	1
234	41	3	3
302	105	1	1
690	420	1	1
893	422	1	1
29	356	2	2
543	181	1	1
300	57	1	1
423	220	2	2
234	162	1	1
231	180	2	2
340	72	1	1
118	467	1	1
378	442	1	1
308	159	2	2
