516	10	2	2
881	135	1	1
130	457	1	1
230	33	1	1
185	72	2	2
553	406	1	1
77	436	4	4
794	306	2	2
845	70	1	1
93	193	1	1
865	375	1	1
499	297	1	1
780	17	1	1
406	270	1	1
332	42	1	1
217	45	1	1
596	387	12	12
901	348	3	3
953	71	2	2
64	211	6	6
68	134	1	1
734	450	1	1
402	479	1	1
269	489	1	1
723	302	1	1
557	436	1	1
438	441	2	2
370	420	1	1
701	417	8	8
612	257	3	3
313	315	1	1
784	374	1	1
13	368	1	1
20	155	1	1
391	382	3	3
873	221	1	1
300	159	4	4
849	355	1	1
360	317	1	1
274	245	1	1
985	224	1	1
337	301	1	1
136	416	1	1
727	128	1	1
675	78	1	1
492	315	2	2
654	141	1	1
745	120	3	3
141	339	1	1
919	407	1	1
723	366	1	1
583	364	1	1
513	433	1	1
318	82	4	4
24	125	1	1
474	329	1	1
469	381	5	5
765	334	1	1
927	208	2	2
980	12	2	2
798	317	1	1
166	204	1	1
976	326	2	2
622	89	1	1
589	10	3	3
182	80	3	3
635	272	1	1
861	63	1	1
388	24	4	4
471	455	1	1
256	326	3	3
439	241	23	23
29	12	2	2
438	370	14	14
977	410	5	5
71	25	2	2
862	405	2	2
180	481	3	3
366	41	1	1
491	48	2	2
680	208	1	1
977	26	2	2
867	251	1	1
100	438	1	1
524	283	2	2
53	230	1	1
579	405	1	1
796	428	1	1
579	302	1	1
85	337	1	1
53	50	1	1
709	120	1	1
14	454	1	1
421	340	15	15
593	63	1	1
420	48	2	2
463	254	1	1
244	456	1	1
579	279	1	1
111	428	1	1
768	443	1	1
893	271	6	6
536	345	2	2
716	211	2	2
573	72	1	1
72	292	1	1
916	361	3	3
236	249	1	1
809	291	1	1
433	286	5	5
394	431	1	1
987	205	6	6
668	329	1	1
626	178	6	6
527	343	1	1
401	88	3	3
464	45	6	6
962	74	5	5
586	31	2	2
989	233	1	1
766	396	1	1
911	320	4	4
513	26	1	1
750	206	1	1
894	115	2	2
367	330	1	1
828	172	1	1
177	90	1	1
453	315	3	3
724	60	1	1
234	434	1	1
619	173	1	1
652	404	1	1
53	406	1	1
536	298	1	1
880	105	1	1
609	440	2	2
385	350	1	1
373	172	1	1
952	334	2	2
708	368	4	4
712	328	2	2
99	12	1	1
112	220	7	7
199	96	1	1
502	133	4	4
492	424	1	1
412	473	1	1
609	137	1	1
211	61	1	1
301	358	1	1
133	334	2	2
926	274	1	1
909	364	1	1
124	471	1	1
463	400	7	7
121	318	2	2
295	281	1	1
34	222	1	1
824	61	9	9
51	263	2	2
220	116	2	2
138	249	1	1
574	405	1	1
277	64	1	1
163	53	1	1
154	473	2	2
910	250	1	1
711	148	1	1
262	73	3	3
297	425	1	1
735	376	1	1
420	367	2	2
555	276	1	1
596	362	1	1
506	111	1	1
903	185	1	1
806	92	1	1
775	314	1	1
928	71	1	1
223	51	5	5
551	294	1	1
347	153	1	1
789	370	2	2
772	374	1	1
775	33	1	1
807	342	1	1
584	243	1	1
220	289	3	3
416	327	1	1
853	130	1	1
749	61	2	2
73	58	1	1
884	160	1	1
878	283	1	1
80	376	1	1
689	326	1	1
323	216	1	1
123	17	1	1
74	77	2	2
747	435	2	2
374	436	1	1
132	118	2	2
297	216	1	1
714	453	2	2
435	155	7	7
86	297	1	1
223	392	1	1
643	235	1	1
896	58	1	1
656	476	1	1
402	436	2	2
583	397	1	1
662	132	1	1
482	457	1	1
889	371	2	2
643	150	2	2
646	16	1	1
374	270	1	1
354	309	2	2
319	114	1	1
814	296	1	1
905	160	1	1
432	133	1	1
43	489	1	1
359	124	1	1
339	120	1	1
250	426	2	2
589	55	2	2
31	311	1	1
730	291	1	1
66	248	3	3
729	63	2	2
687	156	1	1
745	40	1	1
615	100	1	1
556	350	1	1
56	198	1	1
303	225	3	3
967	207	1	1
646	172	1	1
704	313	1	1
964	135	1	1
476	405	7	7
579	112	1	1
782	405	1	1
705	300	1	1
720	184	1	1
704	83	1	1
130	26	1	1
379	451	1	1
314	220	1	1
878	22	8	8
379	196	1	1
356	363	1	1
682	42	2	2
147	174	1	1
326	222	2	2
19	454	1	1
201	28	2	2
849	93	1	1
270	268	1	1
768	488	1	1
899	329	1	1
564	349	1	1
339	55	4	4
530	211	3	3
824	342	1	1
490	73	2	2
586	314	22	22
358	471	3	3
467	71	1	1
777	354	1	1
933	243	1	1
408	281	1	1
974	245	1	1
783	470	1	1
115	418	3	3
704	128	1	1
398	36	5	5
855	385	2	2
662	23	2	2
391	11	2	2
753	250	1	1
309	78	1	1
615	308	1	1
873	269	1	1
934	133	1	1
99	378	1	1
509	270	2	2
64	147	1	1
51	33	6	6
834	183	1	1
105	28	1	1
846	447	1	1
850	198	6	6
512	359	4	4
923	305	1	1
904	105	1	1
604	242	4	4
642	65	1	1
10	27	1	1
272	411	1	1
368	47	1	1
753	241	1	1
681	480	2	2
980	239	1	1
190	423	3	3
78	350	1	1
267	362	1	1
491	489	1	1
747	274	2	2
788	88	1	1
351	186	1	1
667	410	2	2
209	109	1	1
760	291	2	2
703	154	1	1
282	298	1	1
718	486	1	1
683	139	2	2
