786	275	2	2
913	162	1	1
883	244	1	1
717	436	1	1
165	125	2	2
341	156	1	1
381	235	4	4
306	228	2	2
129	438	1	1
612	152	1	1
684	61	1	1
797	20	1	1
881	279	1	1
730	293	1	1
726	135	1	1
449	132	1	1
419	137	12	12
879	31	3	3
90	122	2	2
811	105	6	6
475	215	1	1
786	124	1	1
47	414	1	1
476	160	1	1
212	254	1	1
351	343	1	1
78	309	2	2
843	478	1	1
65	156	8	8
719	301	3	3
954	132	1	1
436	433	1	1
855	355	1	1
202	111	1	1
435	362	3	3
590	232	1	1
555	374	4	4
632	169	1	1
666	106	1	1
774	246	1	1
506	240	1	1
848	268	1	1
662	479	1	1
512	380	1	1
40	421	1	1
194	199	2	2
270	357	1	1
762	62	3	3
36	245	1	1
424	348	1	1
277	174	1	1
922	129	1	1
489	109	1	1
902	311	4	4
65	68	1	1
949	330	1	1
327	10	5	5
700	320	1	1
322	166	2	2
786	263	2	2
453	114	1	1
103	267	1	1
196	167	2	2
291	443	1	1
342	166	3	3
34	401	3	3
446	193	1	1
706	318	1	1
78	488	4	4
51	219	1	1
482	164	3	3
401	466	23	23
106	420	2	2
630	81	14	14
729	353	5	5
62	119	2	2
422	369	2	2
804	190	3	3
519	27	1	1
534	234	2	2
48	435	1	1
186	69	2	2
825	130	1	1
47	196	1	1
354	113	2	2
984	65	1	1
614	254	1	1
567	329	1	1
567	76	1	1
577	275	1	1
649	291	1	1
784	24	1	1
392	312	1	1
110	453	15	15
982	452	1	1
307	41	2	2
144	471	1	1
572	409	1	1
948	399	1	1
970	481	1	1
164	294	1	1
179	162	6	6
30	276	2	2
783	64	2	2
507	423	1	1
336	214	1	1
315	108	3	3
837	89	1	1
901	185	1	1
793	47	5	5
106	363	1	1
897	446	6	6
641	290	1	1
213	37	6	6
31	428	1	1
254	465	3	3
130	15	6	6
455	313	5	5
773	37	2	2
374	370	1	1
640	406	1	1
929	156	4	4
687	118	1	1
405	155	1	1
243	68	2	2
864	342	1	1
504	26	1	1
366	82	1	1
661	471	3	3
613	37	1	1
164	63	1	1
762	400	1	1
620	171	1	1
510	186	1	1
783	362	1	1
972	347	1	1
828	316	2	2
905	12	1	1
319	293	1	1
164	30	2	2
25	123	4	4
195	316	2	2
61	318	1	1
566	168	7	7
589	371	1	1
504	466	4	4
733	367	1	1
315	195	1	1
322	316	1	1
137	423	1	1
415	156	1	1
504	429	2	2
532	256	1	1
87	62	1	1
522	437	1	1
602	329	7	7
697	106	2	2
392	409	1	1
500	228	1	1
81	87	9	9
273	52	2	2
556	124	2	2
389	168	1	1
968	278	1	1
695	65	1	1
150	352	1	1
757	300	2	2
877	43	1	1
918	340	1	1
37	259	3	3
204	28	1	1
190	280	1	1
593	199	2	2
594	411	1	1
254	176	1	1
547	394	1	1
392	61	1	1
682	332	1	1
891	190	1	1
794	129	1	1
543	315	5	5
697	42	1	1
48	94	1	1
929	244	2	2
624	239	1	1
569	83	1	1
442	231	1	1
500	38	1	1
671	241	3	3
918	357	1	1
233	80	1	1
650	139	2	2
67	347	1	1
147	10	1	1
570	112	1	1
760	108	1	1
392	278	1	1
595	181	1	1
143	113	1	1
136	87	2	2
578	349	2	2
849	309	1	1
656	416	2	2
261	255	1	1
492	160	2	2
436	469	7	7
494	153	1	1
834	484	1	1
160	412	1	1
429	118	1	1
113	127	1	1
955	485	2	2
410	58	1	1
421	75	1	1
722	101	1	1
680	180	2	2
42	146	2	2
50	159	1	1
625	214	1	1
846	321	2	2
199	262	1	1
40	348	1	1
832	147	1	1
761	330	1	1
987	13	1	1
393	449	1	1
896	307	1	1
637	425	2	2
141	389	2	2
455	330	1	1
686	318	1	1
885	449	3	3
190	254	2	2
575	199	1	1
397	298	1	1
856	92	1	1
54	46	1	1
680	193	1	1
966	267	3	3
950	426	1	1
48	370	1	1
958	333	1	1
212	129	1	1
573	331	7	7
163	483	1	1
223	299	1	1
180	89	1	1
873	95	1	1
953	169	1	1
916	232	1	1
370	165	1	1
193	49	1	1
200	411	8	8
206	474	1	1
41	185	1	1
587	311	2	2
898	77	1	1
202	373	2	2
642	363	1	1
811	270	2	2
319	238	1	1
786	251	1	1
673	112	1	1
282	192	1	1
824	116	1	1
963	403	4	4
816	453	3	3
451	337	1	1
212	353	2	2
857	240	22	22
644	158	3	3
253	193	1	1
590	449	1	1
453	373	1	1
609	279	1	1
272	426	1	1
580	73	1	1
135	436	3	3
948	153	1	1
865	280	5	5
421	108	2	2
728	247	2	2
961	286	2	2
989	52	1	1
95	114	1	1
598	296	1	1
720	334	1	1
104	47	1	1
898	33	1	1
876	174	2	2
949	91	1	1
629	293	6	6
72	56	1	1
145	221	1	1
286	240	1	1
835	410	6	6
601	416	4	4
412	332	1	1
528	186	1	1
523	40	4	4
640	241	1	1
469	382	1	1
695	425	1	1
737	92	1	1
258	131	1	1
977	336	2	2
944	329	1	1
489	433	3	3
751	434	1	1
886	320	1	1
131	309	1	1
645	343	2	2
592	304	1	1
450	275	1	1
521	168	2	2
937	227	1	1
791	172	2	2
986	84	1	1
765	51	1	1
312	166	1	1
332	321	2	2
